Estatus,Duration,Chistory,Purpose,Ncredit,Saccount,EmploySince,Insrate,Pstatus,Odebtors,ResidenceSince,Property,Age,Insplans,House,NTBcredit,Job,NMpeople,Telephone,Fworker,credits
A12,24.0,A33,A49,6967.0,A62,A74,4.0,A93,A101,4.0,A123,36.0,A143,A151,1.0,A174,1.0,A192,A201,1
A13,24.0,A32,A43,5152.0,A61,A74,4.0,A93,A101,2.0,A123,25.0,A141,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A49,6568.0,A61,A73,2.0,A94,A101,2.0,A123,21.0,A142,A152,1.0,A172,1.0,A191,A201,1
A11,24.0,A32,A41,6579.0,A61,A71,4.0,A93,A101,2.0,A124,29.0,A143,A153,1.0,A174,1.0,A192,A201,1
A14,60.0,A32,A40,6527.0,A65,A73,4.0,A93,A101,4.0,A124,34.0,A143,A153,1.0,A173,2.0,A192,A201,1
A12,20.0,A32,A41,6468.0,A65,A71,1.0,A91,A101,4.0,A121,60.0,A143,A152,1.0,A174,1.0,A192,A201,1
A12,48.0,A33,A49,6681.0,A65,A73,4.0,A93,A101,4.0,A124,38.0,A143,A153,1.0,A173,2.0,A192,A201,1
A14,42.0,A32,A43,7166.0,A65,A74,2.0,A94,A101,4.0,A122,29.0,A143,A151,1.0,A173,1.0,A192,A201,1
A14,11.0,A34,A40,7228.0,A61,A73,1.0,A93,A101,4.0,A122,39.0,A143,A152,2.0,A172,1.0,A191,A201,1
A12,48.0,A31,A49,3566.0,A62,A74,4.0,A93,A101,2.0,A123,30.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A32,A41,6313.0,A65,A75,3.0,A93,A101,4.0,A123,41.0,A143,A152,1.0,A174,2.0,A192,A201,1
A14,36.0,A34,A49,6304.0,A65,A75,4.0,A93,A101,4.0,A121,36.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,36.0,A34,A42,5371.0,A61,A73,3.0,A93,A103,2.0,A122,28.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,24.0,A34,A41,5804.0,A64,A73,4.0,A93,A101,2.0,A121,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,36.0,A34,A41,5800.0,A61,A73,3.0,A93,A101,4.0,A123,34.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,30.0,A34,A43,5771.0,A61,A74,4.0,A92,A101,2.0,A123,25.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,24.0,A32,A41,7814.0,A61,A74,3.0,A93,A101,3.0,A123,38.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,21.0,A32,A41,5248.0,A65,A73,1.0,A93,A101,3.0,A123,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,60.0,A33,A43,7418.0,A65,A73,1.0,A93,A101,1.0,A121,27.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,20.0,A30,A41,6148.0,A62,A75,3.0,A94,A101,4.0,A123,31.0,A141,A152,2.0,A173,1.0,A192,A201,1
A11,48.0,A32,A46,7476.0,A61,A74,4.0,A93,A101,1.0,A124,50.0,A143,A153,1.0,A174,1.0,A192,A201,1
A12,26.0,A32,A41,7966.0,A61,A72,2.0,A93,A101,3.0,A123,30.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,18.0,A34,A43,6070.0,A61,A75,3.0,A93,A101,4.0,A123,33.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,27.0,A33,A49,5117.0,A61,A74,3.0,A93,A101,4.0,A123,26.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,36.0,A34,A40,6614.0,A61,A75,4.0,A93,A101,4.0,A123,34.0,A143,A152,2.0,A174,1.0,A192,A201,1
A12,48.0,A33,A410,7582.0,A62,A71,2.0,A93,A101,4.0,A124,31.0,A143,A153,1.0,A174,1.0,A192,A201,1
A14,18.0,A32,A43,4594.0,A61,A72,3.0,A93,A101,2.0,A123,32.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,27.0,A33,A41,5965.0,A61,A75,1.0,A93,A101,2.0,A123,30.0,A143,A152,2.0,A174,1.0,A192,A201,1
A14,36.0,A32,A41,8133.0,A61,A73,1.0,A92,A101,2.0,A122,30.0,A141,A152,1.0,A173,1.0,A191,A201,1
A14,48.0,A33,A43,7238.0,A65,A75,3.0,A93,A101,3.0,A123,32.0,A141,A152,2.0,A173,2.0,A191,A201,1
A14,15.0,A32,A40,3556.0,A65,A73,3.0,A93,A101,2.0,A124,29.0,A143,A152,1.0,A173,1.0,A191,A201,1
A13,36.0,A32,A43,4473.0,A61,A75,4.0,A93,A101,2.0,A123,31.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A42,7721.0,A65,A72,1.0,A92,A101,2.0,A122,30.0,A143,A152,1.0,A173,1.0,A192,A202,1
